REGIÓN;EEST;PERSONA JURÍDICA;SEDE-LOCAL-FILIAL;DIRECCIÓN;PROGRAMAS LICENCIADOS ;NIVEL FORMATIVO;MODALIDAD
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 04;Mza. K, con frente a la calle 17, Urb. Los Jardines de San Juan;Programación de Sistemas de Información;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 04;Mza. K, con frente a la calle 17, Urb. Los Jardines de San Juan;Diseño y Gestión de Marcas;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 04;Mza. K, con frente a la calle 17, Urb. Los Jardines de San Juan;Diseño Gráfico;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 04;Mza. K, con frente a la calle 17, Urb. Los Jardines de San Juan;Producción Gráfica;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 04;Mza. K, con frente a la calle 17, Urb. Los Jardines de San Juan;Farmacia Técnica;Profesional Técnico;Presencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Administración de Negocios;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión Estratégica de Negocios Internacionales;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Administración de Negocios Internacionales;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Operaciones de Comercio Exterior;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión Estratégica de Marketing;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Marketing;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Análisis de Mercados;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión de la Cadena de Suministros;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión de Logística;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Almacenamiento e Inventarios;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión Bancaria y Financiera;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Administración de Negocios Bancarios y Financieros;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Asesoramiento Operativo y Comercial de Productos Bancarios y Financieros;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Planificación de Procesos Estratégicos de Recursos Humanos;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión de Recursos Humanos;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión Contable, Financiera y Tributaria;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Contabilidad;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Gestión de Sistemas de Información;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Desarrollo de Sistemas de la Información;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Programación de Sistemas de Información;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Diseño y Gestión de Marcas;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Diseño Gráfico;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 05);Av. Cutervo Lote 1, sub lote 2A, Urb. Fundo San José;Producción Gráfica;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Administración de Negocios;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión Estratégica de Negocios Internacionales;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Administración de Negocios Internacionales;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Operaciones de Comercio Exterior;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión Estratégica de Marketing;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Marketing;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Análisis de Mercados;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión de la Cadena de Suministros;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión de Logística;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Almacenamiento e Inventarios;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión Bancaria y Financiera;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Administración de Negocios Bancarios y Financieros;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Asesoramiento Operativo y Comercial de Productos Bancarios y Financieros;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Planificación de Procesos Estratégicos de Recursos Humanos;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión de Recursos Humanos;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión Contable, Financiera y Tributaria;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Contabilidad;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Gestión de Sistemas de Información;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Desarrollo de Sistemas de la Información;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Programación de Sistemas de Información;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Diseño y Gestión de Marcas;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Diseño Gráfico;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 06);Avenida Cesar Vallejo Oeste N° 1345;Producción Gráfica;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Administración de Negocios;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión Estratégica de Negocios Internacionales;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Administración de Negocios Internacionales;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Operaciones de Comercio Exterior;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión Estratégica de Marketing;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Marketing;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Análisis de Mercados;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión de la Cadena de Suministros;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión de Logística;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Almacenamiento e Inventarios;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión Bancaria y Financiera;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Administración de Negocios Bancarios y Financieros;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Asesoramiento Operativo y Comercial de Productos Bancarios y Financieros;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Planificación de Procesos Estratégicos de Recursos Humanos;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión de Recursos Humanos;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión Contable, Financiera y Tributaria;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Contabilidad;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Gestión de Sistemas de Información;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Desarrollo de Sistemas de la Información;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Programación de Sistemas de Información;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Diseño y Gestión de Marcas;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Diseño Gráfico;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;FILIAL (Local 07);Calle Andrés Avelino Cáceres N° 222, Pueblo Joven Muro;Producción Gráfica;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Administración de Negocios;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Gestión Estratégica de Negocios Internacionales;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Administración de Negocios Internacionales;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Operaciones de Comercio Exterior;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Planificación de Procesos Estratégicos de Recursos Humanos;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Gestión de Recursos Humanos;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Gestión Contable, Financiera y Tributaria;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 08;Avenida Arequipa N° 1098;Contabilidad;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Administración de Negocios;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión Estratégica de Negocios Internacionales;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Administración de Negocios Internacionales;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Operaciones de Comercio Exterior;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión Estratégica de Marketing;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Marketing;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Análisis de Mercados;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión de la Cadena de Suministros;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión de Logística;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Almacenamiento e Inventarios;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión Bancaria y Financiera;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Administración de Negocios Bancarios y Financieros;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Asesoramiento Operativo y Comercial de Productos Bancarios y Financieros;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Planificación de Procesos Estratégicos de Recursos Humanos;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión de Recursos Humanos;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión Contable, Financiera y Tributaria;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Contabilidad;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Gestión de Sistemas de Información;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Desarrollo de Sistemas de la Información;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Programación de Sistemas de Información;Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Diseño y Gestión de Marcas;Profesional;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Diseño Gráfico;Profesional Técnico;Semipresencial
1779867;Zegel IPAE;Servicio Educativo Empresarial SAC;Local 09;Avenida Nicolás Ayllón N° 4770;Producción Gráfica;Técnico;Semipresencial
1782432;La Pontificia;Consorcio Cyber S.A.C;SEDE PRINCIPAL (Local 01);Av. Carmen Alto 390 y 392;Administración de Empresas;Profesional;Presencial
1782432;La Pontificia;Consorcio Cyber S.A.C;SEDE PRINCIPAL (Local 01);Av. Carmen Alto 390 y 392;Contabilidad y Finanzas;Profesional;Presencial
1782432;La Pontificia;Consorcio Cyber S.A.C;SEDE PRINCIPAL (Local 01);Av. Carmen Alto 390 y 392;Ingeniería de Sistemas de Información;Profesional;Presencial
1782432;La Pontificia;Consorcio Cyber S.A.C;SEDE PRINCIPAL (Local 01);Av. Carmen Alto 390 y 392;Administración de Empresas;Profesional;Semipresencial
1782432;La Pontificia;Consorcio Cyber S.A.C;SEDE PRINCIPAL (Local 01);Av. Carmen Alto 390 y 392;Contabilidad y Finanzas;Profesional;Semipresencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;SEDE PRINCIPAL (Local 01);Avenida La Fontana N° 955;Administración y Dirección de Negocios;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;SEDE PRINCIPAL (Local 01);Avenida La Fontana N° 955;Marketing e Innovación;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;SEDE PRINCIPAL (Local 01);Avenida La Fontana N° 955;Comunicación Estratégica;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;Local 02;Avenida Salaverry N° 2611-2625;Administración y Dirección de Negocios;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;Local 02;Avenida Salaverry N° 2611-2625;Marketing e Innovación;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;Local 02;Avenida Salaverry N° 2611-2625;Comunicación Estratégica;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;Local 03;Avenida Benavides N° 778-786;Administración y Dirección de Negocios;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;Local 03;Avenida Benavides N° 778-786;Marketing e Innovación;Profesional;Presencial
1784057;San Ignacio de Loyola - Escuela ISIL;Instituto Superior San Ignacio de Loyola S.A.C.;Local 03;Avenida Benavides N° 778-786;Comunicación Estratégica;Profesional;Presencial
1789643;Centro de la Imagen;Centro de la Fotografía S.A.;SEDE PRINCIPAL (Local 01);Avenida 28 de Julio N° 815;Fotografía;Profesional Técnico;Presencial
1789643;Centro de la Imagen;Centro de la Fotografía S.A.;SEDE PRINCIPAL (Local 01);Avenida 28 de Julio N° 815;Dirección de Proyectos Visuales y Fotografía;Profesional;Presencial
